AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
C525,115,939,L,Light,4717,3000,145,1286.11,230,925.9992,230,771.666,0.62,370,0.32409972,FL410,1485,0.66,1000,250,1028.888,220,66.87772,771.666,56.58884,B,838,C525,One or two pilots and 5 passengers.,Small corporate jet. In service since 1993 (CJ1 since 2000).  Developed as replacement of the CESSNA 500 Citation 1 with shorter fuselage. super critical wings and T-tail. Combines jet speed with very good field performance. To be replaced by CJ1 after 2000.,Citation CJ1<br />CitationJet,14.3,13,4.2,2 x 8.45 kN Williams R-R FJ44-1A turbofans.,5,A,15.4332,7.71666,3,,1.028888,1.028888
C526,90,,L,Light,3357,2000,110,771.666,150,771.666,150,514.444,1,260,0,FL350,800,1,1500,240,771.666,125,61.73328,771.666,59.16106,B,,C526,2. 1 trainee and 1 instructor,The C526 was developed from the C525 in a response to a request. from the US Air Force and US Navy for a new jet trainer. The C526 was a tandem 2-seater with ejection seats. Only 2 prototypes were built. as Cessna lost the competition to Pilatus. who won with their variant of the PC9. known as the T-6 Texan.&#13;&#10;The first flight of the C526 was in December 1993.&#13;&#10;,,11.28,14.4,4.2,2 x Williams FJ44-1B delivering 1500 lbs of thrust each,0,A,15.4332,7.71666,3,,1.028888,1.028888
C550,115,1000,L,Light,6850,2000,145,1028.888,240,771.666,240,514.444,0.6,360,0.32409972,FL430,1900,0.67,1000,250,1543.332,220,77.1666,771.666,56.58884,B,915,CNJ,Flightcrew of two and typical 6 passengers (Bravo: 7). Up to 10 in high density configuration.,Small to mid-size corporate jet. In service since 1978 (S2 since 1984. Bravo since 1997).  Stretched Citation development. with more powerful engines. larger fuel tankage and increased wing span. Single pilot version CESSNA 551 Citation 2Sp (ICAO designator: C551). Replaced by CESSNA S550 Citation S2 in 1984. Returned to production in late 1985. New version: CESSNA 552 Citation Bravo. with more powerful engines and modern avionics.  Bravo: MTOW: 6712 kg.,Citation 2<br />Citation Bravo,15.9,14.4,4.6,Citation 2: 2 x 11.12 kN P&amp;W JT15D-4B turbofans. Bravo: 2 x 12.23 kN P&amp;W PW 530A turbofans.,6,B,15.4332,7.71666,3,,1.028888,1.028888
C560,105,963,M,Light,7210,2500,135,1440.4432,240,1543.332,240,771.666,0.72,430,0.37554412,FL450,2000,0.7,1000,270,2057.776,230,92.59992,771.666,56.58884,B,890,C560,Flightcrew of two and typical 8 passengers (Encore: 7).,Small to mid-size corporate jet. In service since 1989 (Ultra since 1994. Encore since 2000).  Stretched development of CESSNA 550 Citation 2 with smaller fuselage and more powerful engines. Production switched to the modernized Citation Ultra. New more powerful development Encore with updated interior and improved systems.  Ultra: MTOW 7394 kg Encore: MTOW 7544 kg,Citation 5 Ultra,13.8,14.9,4.2,Citation 5: 2 x 12.89 kN P&amp;W JT15D-5A turbofans. Ultra: 2 x 13.6 kN P&amp;W JT15D-5D turbofans. Encore: 2 x 14.9 kN P&amp;W PW 535A turbofans.,8,A,15.4332,7.71666,3,,1.028888,1.028888
C56X,115,1055,M,Light,8709,2500,145,1543.332,270,1131.7768,270,514.444,0.65,430,0.37554412,FL450,2000,0.7,1000,270,1543.332,210,92.59992,514.444,60.189948,B,890,C56X,Flightcrew of two and various seat configurations for up to 8 passengers,Small to mid-size. short range corporate jet. In service since 1998.  CESSNAs new business development of Citation family with shorter Citation X fuselage. unswept supercritical wings of the Ultra and new PW 545A engines.,CESSNA 560XL Citation Excel<br />Citation Excel,17,15.8,5.2,2 x 16.2 kN P&amp;W PW545A turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
C650,125,1600,M,Light,14060,4000,155,1543.332,300,1543.332,300,771.666,0.75,470,0.4115552,FL510,2200,0.75,1000,300,2057.776,250,92.59992,771.666,66.87772,C,900,C650,Flightcrew of two and typical 6 passengers. up to 9 in high density configuration.,Medium-size corporate jet. In service since 1983 (Citation 7 since 1992).  Designed as a high performence. mid-size long range corporate jet to supplement the Citation 1 and Citation 2. with swept super critical wing. new turbofans. T-tail and a new stretched fuselage. Citation 6 low cost derived from Citation 3. Citation 7 new improved version with more powerful engines and higher performance.  Citation 7: MTOW 10183 kg.,,16.31,16.9,5.11,Citatin 3/6: 2 x 16.24 kN Allied Signal TFE 731-3B-100S turbofans. Citation 7: 2 x 18.5 kN Allied Signal TFE 731-4R-2S turbofans.,6,B,15.4332,7.71666,3,,1.028888,1.028888
C680,145,1200,M,Light,13743,2500,240,1800.554,400,1800.554,400,1800.554,0.82,510,0.44242184,FL650,2800,0.82,3500,400,1800.554,230,87.45548,1800.554,64.3055,C,1200,C680,2 pilots &amp; up to 8-12 passengers.,no data,,19.24,19.37,6.2,2x 25.3kN Pratt &amp; Whitney PW306C,8,B,15.4332,7.71666,3,,1.028888,1.028888
C750,125,1740,M,Lower,16193,3500,155,1543.332,320,1286.11,320,771.666,0.79,550,0.4629996,FL510,3250,0.88,1000,320,1286.11,250,NaN,771.666,66.87772,C,1164,C750,Flightcrew of two and up to 12 passengers.,High speed long range business jet. In service since 1996.  Cessna´s largest. fastest and longest range aircraft with swept wings. T-tail and large nacelles.,CESSNA 750 Citation 10,19.5,22,5.8,2 x 28.47 kN Allison AE300 7C turbofans,12,B,15.4332,7.71666,3,,1.028888,1.028888
C82R,65,250,L,Light,1340,800,85,257.222,120,257.222,120,NaN,,140,NaN,FL180,800,,,140,257.222,110,NaN,257.222,33.43886,A,170,C82R,One pilot and 3 passengers.,High performance light aircraft. In service since 1977 (T182RG since 1979).  Retractable gear version of CESSNA 182 (ICAO designator: C182) INSERT INTO tblaircraftdatasupp VALUES  with a turbocharged engine. Turbocharged fixed gear model also built in small numbers. Production ceased in 1985.  Note: Has 2 side windows and flat rear window.,REIMS FR182 Skylane RG,10.9,8.5,2.8,1 x 235 HP Lycoming O-540-L3C5D turbocharged piston engine with 2 blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
CL2T,100,844,M,Lower,19890,1500,130,257.222,150,257.222,150,NaN,,180,NaN,FL180,1000,,,180,411.5552,140,NaN,411.5552,54.01662,B,674,CL2T,Flightcrew of two and two observers or 11 to 30 passengers.,Firebomber and utility amphibian aircraft. In service since 1994.  Improved turboprop version of CL-215 (ICAO Designator: CL2P). CL-415T with higher weight and winglets. Firefighter version has 4 integral water tanks. with a total capacity of 6140 litres. The tanks can be scoop-filled in 12 seconds requiring 381 meters of water distance (1293m incl safe clearance heights.) The minimum safe dept for scooping is 1.40 meter.,CL-415,28.63,19.82,8.98,2 x 2.380 SHP P&amp;W PW123AF turboprops with 4 blade propellers.,30,C,15.4332,7.71666,3,,1.028888,1.028888
CL30,140,1466,M,Lower,17622,4500,160,1286.11,260,1131.7768,260,1286.11,0.79,470,0.41669964,FL450,3065,0.8,1500,250,1286.11,200,92.59992,771.666,64.3055,C,792,CL30,2 pilots and between 8 and 10 passengers.,no data,,18.4,20.9,6.1,2x Honeywell HTF7000 turbofans . Thrust: 6.826 lb (30.4 kN),10,B,15.4332,7.71666,3,,1.028888,1.028888
CL60,145,,M,Lower,19550,4500,160,1543.332,260,1286.11,260,1028.888,0.73,460,0.385833,FL410,3350,0.75,1000,250,1543.332,210,82.31104,1028.888,66.87772,C,,CL60,2 pilots and up to 19 passengers,no data,,19.6,20.85,6.3,2x General Electric CF34-3A,19,B,15.4332,7.71666,3,,1.028888,1.028888
CN35,100,900,M,Lower,15100,1500,130,617.3328,170,514.444,170,NaN,,210,NaN,FL265,2500,,,210,771.666,170,NaN,771.666,56.58884,B,600,CS5,Flightcrew of two and 45 passengers.,Utility / tactical  transport and commuter airliner.  In service since 1986 (commercial since 1988).  Joint venture production between CASA of Spain and Indonesians IPTN. Also produced under licence by TAI in Turkey. Produced in several civil and military versions. operated as military transport aircraft in Europe. Turkey. Middle and Far East. Also used as a Maritime patrol (Presuader) with under fuselage radome.,NUSANTARA CN-235<br />AIRTECH T-19,25.8,21.4,8.2,100/200: 2 x 1.750 SHP GE CT7-9C turboprops with 4 blade propellers. 300: 2 x 1.394 SHP GE CT7-9C3 turboprops with 4 blade propellers.,45,C,15.4332,7.71666,3,,1.028888,1.028888
CONC,220,3400,H,No,185100,4000,250,1028.888,400,771.666,400,617.3328,0.75,1500,1.028888,FL600,3900,0.85,1000,350,1800.554,230,128.611,771.666,84.88326,E,2600,SSC,Flightcrew of three and 128 passengers,Supersonic airliner. In service from 1976 to October 2003. Four turbojet engines with afterburner (used in T/O and during transition to supersonic speeds). The nose section can be lowered down during T/O and Landing to give the pilots better visibility. Operated only by British Airways and Air France. High maintenance requirements after the Paris accident in July 2000 led to complete retirement. Total of 20 aircraft were built. 16 were operational. Max speed was Mach 2.00,British Aerospace Concorde<br />AEROSPATIALE Concorde,25.6,61.66,12.2,4 x 169.3 kN R-R Olympus 593 MK 610 afterburning  turbojets.,128,C,15.4332,7.71666,3,,1.028888,1.028888
CP23,,350,L,Light,760,1400,95,257.222,100,0,100,NaN,,140,NaN,FL160,539,,,130,257.222,130,34.982192,257.222,30.86664,A,400,CP23,One pilot only.,Single seat aerobatic light aircraft. The 23 series has been in service since 1994.  Improved version of CAP-21 (ICAO-Designator: CP21). Built in a few versions.,,8.1,6.75,1.9,1 x 300 HP Lycoming AEIO-540-L1B5D piston engine with 2. 3 or even 4 blade propeller. (depending on the version CAP 230.231 or 232),0,A,15.4332,7.71666,3,,1.028888,1.028888
CRJ1,135,1600,M,Lower,21500,2500,165,1286.11,250,1286.11,250,771.666,0.68,420,0.385833,FL410,1800,0.68,800,250,1800.554,250,97.74436,771.666,69.44994,C,1400,CRJ,Flightcrew of two and 50 passengers.,Regional airliner. In service since 1992.  Airliner development of CL-601 Challenger business jet. Initially 100 series replaced by 200 series in 1993. Canadair is now part of the Bombardier Group.,Regional Jet (RJ-100)<br />RJ-100 Regional Jet,21.21,26.8,6.3,2 x 41 KN GE CF34-3A1 turbofans.,50,B,15.4332,7.71666,3,,1.028888,1.028888
CRJ2,135,1527,M,Lower,21523,3000,165,1286.11,250,771.666,250,514.444,0.68,420,0.38068856,FL410,1000,0.7,1000,250,1543.332,250,97.74436,771.666,72.02216,C,1423,CRJ,Flightcrew of two and 50  passengers.,Regional airliner. In service since 1995.  Improved development of CRJ 100 series. 200LR long range version with larger fuel capacity. New stretched and more powerful series 700 for 70 passengers since 1998.  Canadair is now part of the Bombardier Group.,Regional Jet (RJ-200)<br />RJ-200 Regional Jet,21.21,26.8,6.3,2 x 41 KN GE CF34-3B1 turbofans.,50,B,15.4332,7.71666,3,,1.028888,1.028888
CRJ7,135,1600,M,Lower,33000,3000,165,1286.11,290,1286.11,290,771.666,0.72,442,0.39612188,FL410,1687,0.72,1000,290,1800.554,250,92.59992,771.666,69.44994,C,1478,CRJ,Flightcrew of two and 70 passengers.,Regional airliner. In service since 2001.  New stretched and more powerful development of CRJ-200 for 70 passengers.  Canadair is now part of the Bombardier Group.,Regional Jet (RJ-700)<br />RJ-700 Regional Jet,23.24,32.51,7.57,2 x 56.4 or 61.3 kN rated GE CF34 - 8C1 turbofans.,70,B,15.4332,7.71666,3,,1.028888,1.028888
CRJX,155,1996,M,Lower,40824,3000,175,1286.11,280,1028.888,280,874.5548,0.77,440,0.40126632,FL410,1345,0.78,1700,280,1080.3324,250,97.74436,617.3328,66.87772,C,1478,CRJX,2 pilots and between 86 to 104 passengers.,The CRJ-1000 completed its first flight in 2008 and the first delivery was in December 2010 to Brit Air and Air Nostrum.,,26.18,39.13,7.5,2 x GE CF34-8C5A1 (64.5kN),104,C,15.4332,7.71666,3,,1.028888,1.028888
CS30,165,1890,M,No,63322,3100,175,1337.5544,280,925.9992,280,1131.7768,0.77,445,0.40126632,FL410,2950,0.78,1500,250,1131.7768,210,97.74436,874.5548,72.02216,C,1448,CS30,2 flightcrew and between 120 and 145 passengers. depending on the cabin layout.,First flight expected end of 2012.&#13;&#10;,,35.1,38,11.5,2x Pratt &amp; Whitney PurePower PW1500G,145,C,15.4332,7.71666,3,,1.028888,1.028888
D228,95,700,L,Light,6400,1500,110,514.444,140,360.1108,140,NaN,,210,NaN,FL280,1000,,1000,180,411.5552,160,54.01662,257.222,43.72774,A,450,D28,Flightcrew of two and typical 19 passengers (228-100: 15 passengers),Commuter airliner and STOL utility transport. In service since 1982.  Regional airliner development based on D-128 fuselage with new supercritical wings and TPE 331 turboprops. Built in two fuselage versions: 228-100 and 228-200. 228-101 and 228-201 are improved developments. &#13;&#10;228-202 licence production by HAL. India. Currently only FAIRCHILD DORNIER production 228-212 for extended range.  228-100: Length 15.03 m MTOW 5700 kg,DORNIER 228<br />FAIRCHILD DORNIER 228,16.97,16.56,4.86,100: 2 x 715 SHP Garrett TPE 331-5 turboprops with 4 blade propellers. 212: 2 x 776 SHP Garrett TPE 331-5-252D turboprops with 4 blade propellers.,19,B,15.4332,7.71666,3,,1.028888,1.028888
D28D,65,,L,Light,5984,1400,85,411.5552,80,411.5552,80,NaN,,130,NaN,FL200,780,,,120,514.444,110,38.5833,514.444,33.43886,A,,D28D,2 pilots and 12 passengers,The first flight of the Do 28D was in February 1966. the aircraft was a further development of the Do27. The Do 28D was larger and had STOL (Short Takeoff and Landing) capabilities. The Do28 was mostly used by the German military. but a small number also entered service with commercial operators.&#13;&#10;More than 150 Do 28D were built between. and the aircraft still remain in service around the world.,,13.8,9,2.8,2x Lycoming IO-540A aircooled flat-six 290hp each with Harzell three bladed propeller.,12,A,15.4332,7.71666,3,,1.028888,1.028888
D328,110,1000,M,Light,13990,2000,140,771.666,220,514.444,220,NaN,,310,0.27779976,FL310,1000,,1000,280,771.666,250,82.31104,771.666,56.58884,B,1200,D38,Flightcrew of two and typical 30 passengers in single class-. up to 39 in high density configuration.,High speed. short range commuter airliner. In service since 1993.  Turboprop regional airliner development in the 30 seat class. DORNIER 328 variants: 328-100 initial standard production. The 328-110 is heavier with greater range. The 328-120/130 has an improved short field performance and the 323-200 has an increased airspeed. Jet powered derivative 328JET.,DORNIER 328,20.98,21.11,7.24,2 x 1.815 SHP or 2 x 2.180 SHP take-off rated for short field P&amp;W PW119A turboprops with 6 blade propellers.,30,B,15.4332,7.71666,3,,1.028888,1.028888
DA40,73,345,L,Light,1150,1100,130,0,0,0,0,0,0,150,0,FL140,720,150,800,150,411.5552,120,33.43886,282.9442,41.15552,A,700,DA40,1 pilot and 3 passengers.,The prototype first flew on the 5th November 1997. It received certification in October 2000.,,11.94,8.01,1.97,1x Fixed pitch Textron Lycoming O-360-A4M (180HP) F or&#13;&#10;1x constants speed propellor Textron Lycoming IO-360 M1A or&#13;&#10;1x constant speed FADEC controlled Thielert &quot;Centurion&quot; 135 hp (101 kW) diesel engine.,3,A,15.4332,7.71666,3,,1.028888,1.028888
DA42,85,733,L,Light,1650,1700,140,488.7218,160,0,160,0,0,180,0,FL180,1061,195,1000,170,771.666,120,41.15552,617.3328,38.5833,A,618,DA42,1 pilot and 3 passengers.,The DA42 was first certified in 2004. It is made of carbon composites and equipped with a glass cockpit.,,13.42,8.56,2.49,2x Austro turbocharged diesel engine E-4-B (114kW)&#13;&#10;,3,A,15.4332,7.71666,3,,1.028888,1.028888
DA50,75,530,L,Light,1200,2000,110,411.5552,110,411.5552,110,NaN,,180,NaN,FL200,1000,,1000,180,514.444,140,41.15552,514.444,43.72774,A,490,DA50,1 pilot and 4 passengers,The first prototype first flew in April 2007.,,11.7,8.8,2.2,1x Teledyne Continental TSIO-550-J for the Superstar or Austro Engine AE300. 170hp Turbo-diesel for the Magnum. Both with a 3 or 4 bladed constant speed propeller.,4,A,15.4332,7.71666,3,,1.028888,1.028888
DC10,150,3000,H,Lower,259459,2000,180,771.666,290,514.444,290,514.444,0.8,510,0.42184408,FL410,6220,0.81,1000,300,771.666,250,118.32212,771.666,76.652156,D,1800,D10/D11/D1C/D1F/D1M/D1X/D1Y,Flightcrew of three and 250 passengers in three classes. up to 380 in single class configuration.,Long range airliner/freighter. In service since 1971.  Tri jet development with the similar L-1001 TriStar. More powerful versions DC-10-30 and DC-10-40. Freighter version DC-10F. most common version today. KC-10 military tanker development. BOEING started a DC-10 modification program with MD-11 (two crew) cockpit. Production ceased 1989.,MCDONNELL DOUGLAS DC-10<br />MD-10,50.4,55,17.7,Series 10: 3 x 178 kN GE CF6-6D or 3 x 182.4 kN GE CF6-6D1 turbofans. Series 30: 3 x 218 kN GE CF6-50A or 3 x 226.9 kN GE CF6-50C or 3 x 233.5 kN GE CF6-50C1/C2 or 3 x 240.2 kN GE CF6-50C2 turbofans. Series 40: 3 x 219.6 kN P&amp;W  JT9D-20 or 3 x 235.8 kN P&amp;W JT9D-59A  turbofans,250,D,15.4332,7.71666,3,,1.028888,1.028888
DC85,130,3000,H,Lower,147400,1300,160,617.3328,290,514.444,290,411.5552,0.78,465,0.4115552,FL360,4900,0.78,1000,290,1286.11,250,108.03324,771.666,70.478828,C,2000,DC8/D85/D8T/D8F,Flightcrew of three and typical 144 in two classes. up to 179 in high density configuration.,Long range airliner and freighter. In service since 1959.  Built as DC-8- 10. 20. 30. 40 and 50. DC-8-10 initial domestic version. DC-8-20 with more powerful engines. Intercontinental series - 30. - 40 and - 50 with shorter fuselage und more powerful engines. Only DC-8-50 remain in service as freighter.,,43.4,45.9,12.9,Series 10: 4 x 60.5 kN P&amp;W JT3C-6 turbofans. Series 20: 4 x 75.3 kN P&amp;W JT4A-9 turbofans. Series 30. 40. 50: 4 x 80.6 kN P&amp;W JT3D-3 turbofans.,144,D,15.4332,7.71666,3,,1.028888,1.028888
